image_id,cell_id,area,perimeter,eccentricity,solidity,major_axis_length,minor_axis_length,circularity,centroid_row,centroid_col
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,1,449.0,83.65685424949238,0.5108759972137771,0.9553191489361702,26.100821915876594,22.437686829145388,0.8062192164994169,10.7728285077951,89.01559020044543
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,2,189.0,54.242640687119284,0.8171200419149977,0.9742268041237113,20.734149223748503,11.952564220495091,0.8072164804546712,4.5661375661375665,124.29629629629629
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,3,191.0,54.24264068711929,0.6640741207627691,0.955,18.426251562482314,13.776695535102188,0.8157584537928156,5.324607329842932,173.434554973822
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,4,467.0,89.48528137423858,0.6219336671051534,0.9284294234592445,27.991029970819984,21.918933852191984,0.7328642360952041,8.897216274089935,235.6509635974304
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,5,590.0,103.31370849898475,0.7975222959176429,0.9455128205128205,36.139400336717465,21.80251976215783,0.6946179045848068,9.505084745762712,300.0728813559322
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,6,450.0,94.31370849898475,0.8908330429771933,0.9355509355509356,36.29272845410072,16.488904900377648,0.635730040290578,6.724444444444444,432.8955555555556
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,7,1112.0,148.4558441227157,0.6722194643729363,0.9084967320261438,44.65871272554114,33.06316450341252,0.6340449586743236,28.219424460431654,507.9046762589928
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,8,716.0,112.79898987322332,0.6339098953200378,0.9335071707953064,34.57659166857551,26.741774835325483,0.7071514973542825,25.058659217877096,336.5223463687151
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,9,536.0,96.14213562373095,0.77897074625949,0.9273356401384083,33.2919711734361,20.876072280458295,0.7286972386232957,28.649253731343283,541.2462686567164
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,10,904.0,141.3847763108502,0.7523726026131604,0.8528301886792453,43.51087217607621,28.662255476483402,0.5682939025724209,31.216814159292035,680.1039823008849
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,11,912.0,133.79898987322332,0.7659085122761544,0.8914956011730205,43.90114006416185,28.226219169770793,0.6401754758249432,40.55263157894737,626.1315789473684
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,12,673.0,106.72792206135784,0.7667470758010131,0.953257790368272,36.71464201453668,23.568939255145388,0.7424527500483241,52.60772659732541,177.76820208023773
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,13,592.0,97.55634918610404,0.6422400938070538,0.9426751592356688,31.575160953039394,24.20247233914906,0.7816646857393363,47.57263513513514,218.40709459459458
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,14,528.0,98.38477631085023,0.7451645590310514,0.9214659685863874,31.95529349397304,21.310366383954076,0.6854692567365678,49.22727272727273,117.34469696969697
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,15,751.0,114.55634918610406,0.5057158073194251,0.9114077669902912,33.68883683812671,29.063364074542935,0.7191367314688536,52.08921438082557,447.525965379494
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,16,584.0,108.14213562373095,0.811295582775143,0.8998459167950693,37.25091330960027,21.77823211773885,0.627527593581796,61.8458904109589,267.9417808219178
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,17,1015.0,148.0416305603426,0.5454569312899539,0.8667805294619982,41.10290236541178,34.44993942389091,0.5819801693488591,69.43645320197044,353.4413793103448
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,18,853.0,123.21320343559643,0.7369183234845104,0.9302071973827699,40.35883426948047,27.281837154225066,0.7060645339959457,73.01758499413833,39.65416178194607
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,19,750.0,123.45584412271572,0.8277370143401417,0.8971291866028708,41.92734630504115,23.526114923053242,0.6183691586082244,76.72133333333333,407.08
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,20,697.0,113.55634918610406,0.806340117920213,0.9146981627296588,39.62467834223006,23.43610014314867,0.6792345973399965,75.64849354375897,678.2109038737447
